customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST100100,Male,0,Yes,No,51,Yes,Fiber optic,Month-to-month,Bank transfer,59.01,3084.76,Yes
CUST100101,Female,0,No,Yes,53,Yes,DSL,Two year,Electronic check,28.58,1458.52,No
CUST100102,Female,0,No,No,2,Yes,DSL,One year,Bank transfer,77.95,14.73,No
CUST100103,Female,0,No,Yes,68,Yes,DSL,One year,Mailed check,54.59,3737.14,No
CUST100104,Female,0,No,Yes,7,Yes,DSL,Month-to-month,Credit card,105.22,539.91,No
CUST100105,Female,0,No,Yes,13,No,No,Month-to-month,Bank transfer,38.18,364.81,No
CUST100106,Female,0,No,Yes,2,Yes,DSL,Month-to-month,Bank transfer,48.0,55.64,No
CUST100107,Female,0,Yes,No,23,Yes,DSL,Two year,Electronic check,37.73,779.64,No
CUST100108,Female,0,Yes,No,12,Yes,Fiber optic,Two year,Credit card,76.38,1046.05,No
CUST100109,Male,0,Yes,No,42,Yes,Fiber optic,Month-to-month,Mailed check,31.17,1276.2,Yes
CUST100110,Female,0,Yes,No,28,Yes,Fiber optic,Month-to-month,Bank transfer,38.94,1139.07,Yes
CUST100111,Male,0,Yes,No,71,Yes,DSL,One year,Mailed check,87.85,6019.61,No
CUST100112,Female,0,Yes,Yes,50,Yes,Fiber optic,One year,Credit card,27.44,1193.55,No
CUST100113,Female,0,Yes,No,41,Yes,Fiber optic,Two year,Electronic check,94.32,3799.53,No
CUST100114,Male,0,Yes,No,30,Yes,DSL,Month-to-month,Credit card,30.43,934.24,No
CUST100115,Female,0,No,No,62,Yes,DSL,Month-to-month,Credit card,78.55,4743.06,No
CUST100116,Male,0,No,No,25,Yes,Fiber optic,Month-to-month,Credit card,119.78,3030.78,Yes
CUST100117,Female,0,No,Yes,17,Yes,Fiber optic,Month-to-month,Credit card,37.39,770.47,Yes
CUST100118,Female,1,No,Yes,56,Yes,No,Two year,Mailed check,46.11,2503.3,No
CUST100119,Male,0,No,Yes,6,Yes,Fiber optic,Month-to-month,Mailed check,109.84,657.89,Yes
CUST100120,Female,0,No,Yes,47,Yes,Fiber optic,Two year,Electronic check,82.63,3856.19,No
CUST100121,Male,1,No,No,59,Yes,DSL,Month-to-month,Bank transfer,69.25,4043.36,No
CUST100122,Female,0,Yes,No,32,Yes,No,One year,Bank transfer,76.27,2472.48,No
CUST100123,Male,1,Yes,Yes,2,Yes,Fiber optic,One year,Credit card,49.55,99.98,Yes
CUST100124,Male,0,No,Yes,3,Yes,Fiber optic,Month-to-month,Credit card,105.53,298.34,Yes
CUST100125,Female,1,Yes,No,3,Yes,DSL,Month-to-month,Mailed check,94.53,297.73,No
CUST100126,Female,0,Yes,No,41,No,DSL,One year,Bank transfer,84.25,3540.53,No
CUST100127,Male,0,Yes,Yes,8,Yes,Fiber optic,Two year,Electronic check,113.17,965.74,No
CUST100128,Female,0,Yes,Yes,50,Yes,DSL,Month-to-month,Credit card,77.81,3715.0,No
CUST100129,Female,0,Yes,Yes,16,Yes,DSL,Two year,Mailed check,71.19,1050.45,No
CUST100130,Female,0,No,Yes,16,Yes,DSL,Two year,Credit card,117.57,1939.56,No
CUST100131,Male,0,Yes,No,19,Yes,DSL,One year,Credit card,40.6,1029.56,No
CUST100132,Male,0,No,No,13,Yes,Fiber optic,One year,Mailed check,34.2,379.11,No
CUST100133,Male,0,No,No,21,Yes,Fiber optic,Month-to-month,Bank transfer,36.23,610.99,No
CUST100134,Male,0,No,Yes,51,Yes,DSL,Month-to-month,Bank transfer,118.94,6293.77,No
CUST100135,Male,0,Yes,No,26,Yes,Fiber optic,One year,Credit card,85.23,2342.65,No
CUST100136,Male,1,No,No,42,Yes,Fiber optic,One year,Bank transfer,50.59,2244.89,No
CUST100137,Male,0,No,Yes,2,Yes,No,Month-to-month,Mailed check,44.9,100.82,No
CUST100138,Male,1,No,Yes,7,Yes,Fiber optic,Two year,Bank transfer,25.66,174.54,No
CUST100139,Male,0,No,Yes,9,Yes,Fiber optic,Month-to-month,Credit card,33.19,284.47,Yes
CUST100140,Female,0,Yes,Yes,28,Yes,DSL,Two year,Credit card,110.82,3179.04,No
CUST100141,Male,0,No,Yes,39,Yes,Fiber optic,One year,Mailed check,94.73,3819.7,No
CUST100142,Female,0,No,Yes,64,Yes,Fiber optic,One year,Credit card,114.16,7322.55,No
CUST100143,Female,0,No,No,20,Yes,Fiber optic,One year,Bank transfer,62.37,1324.9,No
CUST100144,Female,0,No,No,23,Yes,DSL,One year,Mailed check,80.12,1981.96,No
CUST100145,Male,0,Yes,No,72,Yes,Fiber optic,Month-to-month,Credit card,68.37,5016.47,Yes
CUST100146,Male,1,No,No,59,Yes,No,Month-to-month,Mailed check,108.14,6438.51,No
CUST100147,Male,0,No,No,25,Yes,No,One year,Mailed check,119.14,2906.32,No
CUST100148,Male,0,No,No,8,Yes,Fiber optic,Two year,Bank transfer,113.28,841.18,No
CUST100149,Female,0,No,Yes,19,Yes,DSL,One year,Bank transfer,79.81,1343.95,No
CUST100150,Male,0,No,Yes,55,Yes,DSL,Month-to-month,Electronic check,26.18,1478.47,No
CUST100151,Male,0,No,Yes,35,Yes,Fiber optic,Month-to-month,Mailed check,81.75,2872.57,Yes
CUST100152,Male,0,Yes,No,35,Yes,DSL,One year,Bank transfer,29.7,1166.78,No
CUST100153,Male,0,No,No,72,No,Fiber optic,One year,Credit card,33.88,2485.03,No
CUST100154,Male,0,Yes,Yes,21,Yes,Fiber optic,Two year,Electronic check,39.13,789.34,No
CUST100155,Female,0,Yes,Yes,0,Yes,Fiber optic,Month-to-month,Electronic check,56.35,,Yes
CUST100156,Male,0,No,Yes,68,Yes,Fiber optic,Month-to-month,Credit card,79.18,5418.79,Yes
CUST100157,Female,1,Yes,Yes,72,Yes,No,Month-to-month,Bank transfer,53.36,3867.16,No
CUST100158,Male,0,No,Yes,36,Yes,DSL,One year,Mailed check,65.23,2530.59,No
CUST100159,Female,0,Yes,No,71,Yes,Fiber optic,Month-to-month,Electronic check,24.73,1744.96,No
CUST100160,Male,0,No,No,12,Yes,Fiber optic,Month-to-month,Credit card,81.98,1032.42,Yes
CUST100161,Male,1,Yes,No,42,Yes,No,Month-to-month,Credit card,85.7,3762.88,No
CUST100162,Female,0,Yes,Yes,36,Yes,Fiber optic,One year,Credit card,29.94,1063.2,No
CUST100163,Female,0,No,No,24,Yes,Fiber optic,Month-to-month,Credit card,98.51,2331.18,Yes
CUST100164,Female,0,Yes,Yes,20,Yes,No,Month-to-month,Electronic check,84.75,1561.61,No
CUST100165,Male,0,Yes,No,40,Yes,Fiber optic,Month-to-month,Mailed check,68.97,2722.76,No
CUST100166,Female,0,Yes,Yes,72,Yes,Fiber optic,Two year,Bank transfer,75.29,5458.67,No
CUST100167,Male,0,Yes,Yes,41,Yes,DSL,Month-to-month,Credit card,70.3,3019.72,No
CUST100168,Male,0,Yes,No,41,Yes,DSL,One year,Credit card,25.38,903.15,No
CUST100169,Female,0,No,No,1,No,Fiber optic,One year,Mailed check,93.51,3.76,No
CUST100170,Female,0,Yes,No,67,Yes,Fiber optic,One year,Mailed check,71.18,4580.63,No
CUST100171,Male,0,Yes,No,7,Yes,Fiber optic,One year,Bank transfer,37.28,441.23,Yes
CUST100172,Male,0,No,No,60,Yes,DSL,Month-to-month,Electronic check,88.07,5300.31,No
CUST100173,Female,0,No,Yes,13,Yes,Fiber optic,Month-to-month,Mailed check,89.51,1120.3,Yes
CUST100174,Female,1,No,No,20,Yes,Fiber optic,Month-to-month,Electronic check,41.35,647.34,Yes
CUST100175,Female,0,Yes,No,23,Yes,Fiber optic,One year,Electronic check,99.65,2291.75,No
CUST100176,Male,0,Yes,Yes,49,Yes,No,Two year,Credit card,65.65,3176.45,No
CUST100177,Male,0,Yes,No,44,Yes,DSL,Two year,Electronic check,38.06,1495.32,No
CUST100178,Male,0,Yes,Yes,63,Yes,Fiber optic,One year,Credit card,85.76,5374.1,No
CUST100179,Male,0,No,No,63,Yes,Fiber optic,Two year,Credit card,79.67,5141.73,No
CUST100180,Male,0,No,No,25,Yes,Fiber optic,Two year,Bank transfer,37.04,899.97,No
CUST100181,Male,0,Yes,Yes,31,Yes,Fiber optic,One year,Electronic check,107.23,3441.78,No
CUST100182,Female,0,Yes,No,56,Yes,DSL,Month-to-month,Mailed check,105.45,6060.88,No
CUST100183,Male,0,Yes,No,52,Yes,Fiber optic,Month-to-month,Mailed check,103.62,5361.4,Yes
CUST100184,Male,0,Yes,No,32,Yes,DSL,Two year,Mailed check,59.92,1908.5,No
CUST100185,Male,0,No,No,51,Yes,DSL,One year,Bank transfer,102.46,5275.61,No
CUST100186,Female,0,No,Yes,17,Yes,Fiber optic,Two year,Credit card,104.48,1878.42,No
CUST100187,Male,0,Yes,Yes,34,Yes,Fiber optic,Month-to-month,Credit card,119.65,4210.34,Yes
CUST100188,Male,0,No,No,11,Yes,Fiber optic,Month-to-month,Mailed check,115.76,1425.21,Yes
CUST100189,Female,0,Yes,No,50,Yes,Fiber optic,Month-to-month,Credit card,58.28,2840.64,Yes
CUST100190,Male,0,Yes,Yes,9,Yes,Fiber optic,Month-to-month,Credit card,39.82,503.85,Yes
CUST100191,Male,0,No,Yes,51,Yes,No,Two year,Bank transfer,49.25,2563.21,No
CUST100192,Male,0,Yes,No,33,Yes,No,Month-to-month,Electronic check,69.48,2240.65,No
CUST100193,Male,0,No,Yes,66,Yes,DSL,One year,Electronic check,100.55,6521.88,No
CUST100194,Male,1,Yes,Yes,38,Yes,No,Month-to-month,Bank transfer,92.3,3427.56,No
CUST100195,Female,0,No,Yes,7,Yes,DSL,Month-to-month,Bank transfer,98.77,727.83,No
CUST100196,Female,0,Yes,Yes,28,Yes,DSL,Month-to-month,Credit card,57.99,1574.58,No
CUST100197,Female,0,No,No,21,Yes,Fiber optic,Two year,Bank transfer,44.69,974.74,No
CUST100198,Male,0,Yes,Yes,69,Yes,No,One year,Credit card,22.41,1433.59,No
CUST100199,Male,0,Yes,No,60,Yes,No,One year,Electronic check,82.62,4881.82,No
CUST100200,Male,0,No,No,42,Yes,DSL,Two year,Bank transfer,99.5,4170.01,No
CUST100201,Female,1,Yes,Yes,48,Yes,Fiber optic,Two year,Credit card,108.91,5210.47,No
CUST100202,Male,0,No,No,28,Yes,Fiber optic,Month-to-month,Electronic check,67.62,1765.66,Yes
CUST100203,Male,0,No,No,30,Yes,DSL,Month-to-month,Electronic check,112.76,3319.9,No
CUST100204,Female,0,Yes,Yes,52,Yes,Fiber optic,Month-to-month,Mailed check,40.24,1918.08,Yes
CUST100205,Male,0,Yes,Yes,33,Yes,Fiber optic,Month-to-month,Electronic check,71.44,2364.15,Yes
CUST100206,Female,0,Yes,Yes,37,Yes,DSL,Month-to-month,Bank transfer,41.38,1683.84,Yes
CUST100207,Female,0,Yes,No,56,Yes,Fiber optic,Month-to-month,Bank transfer,38.81,2096.75,No
CUST100208,Female,0,No,No,3,No,DSL,Month-to-month,Credit card,115.34,250.68,Yes
CUST100209,Male,0,Yes,No,1,Yes,DSL,Two year,Bank transfer,101.77,200.03,No
CUST100210,Male,0,Yes,No,11,Yes,DSL,Two year,Electronic check,21.18,115.91,No
CUST100211,Male,0,Yes,Yes,34,Yes,Fiber optic,Month-to-month,Credit card,46.85,1693.45,Yes
CUST100212,Male,0,No,No,69,Yes,Fiber optic,Two year,Electronic check,40.51,2675.0,No
CUST100213,Male,0,Yes,Yes,71,Yes,Fiber optic,One year,Mailed check,34.71,2428.86,No
CUST100214,Male,0,No,Yes,20,No,Fiber optic,Month-to-month,Credit card,89.74,1770.69,Yes
CUST100215,Male,0,Yes,Yes,60,Yes,DSL,One year,Mailed check,76.68,4671.24,No
CUST100216,Female,0,No,Yes,34,Yes,No,Month-to-month,Credit card,65.39,2410.49,No
CUST100217,Male,1,Yes,No,47,Yes,Fiber optic,Month-to-month,Bank transfer,38.95,1796.01,Yes
CUST100218,Female,1,Yes,Yes,14,Yes,DSL,Month-to-month,Electronic check,47.76,666.78,No
CUST100219,Male,0,No,No,70,Yes,DSL,Month-to-month,Credit card,55.61,3721.73,No
CUST100220,Male,1,Yes,Yes,14,No,DSL,Month-to-month,Bank transfer,98.55,1375.62,No
CUST100221,Male,0,Yes,Yes,5,Yes,No,Month-to-month,Bank transfer,118.92,710.08,No
CUST100222,Female,0,Yes,Yes,67,Yes,Fiber optic,Two year,Bank transfer,38.4,2809.09,No
CUST100223,Female,0,No,No,21,No,Fiber optic,One year,Mailed check,54.15,1101.21,No
CUST100224,Female,0,Yes,Yes,31,Yes,DSL,One year,Bank transfer,48.02,1560.3,No
CUST100225,Female,0,No,Yes,21,Yes,Fiber optic,One year,Credit card,24.41,628.36,No
CUST100226,Male,0,No,Yes,26,Yes,No,One year,Mailed check,41.92,946.09,No
CUST100227,Female,0,No,Yes,14,Yes,DSL,Month-to-month,Electronic check,110.16,1684.1,No
CUST100228,Male,0,Yes,No,43,Yes,Fiber optic,Two year,Bank transfer,104.29,4403.77,No
CUST100229,Male,0,No,No,8,Yes,No,Two year,Credit card,36.76,320.54,No
CUST100230,Female,0,No,Yes,33,Yes,Fiber optic,Month-to-month,Credit card,56.62,1742.17,No
CUST100231,Female,0,Yes,Yes,72,Yes,DSL,One year,Mailed check,51.08,3641.11,No
CUST100232,Female,0,No,No,14,Yes,DSL,One year,Electronic check,34.77,317.97,No
CUST100233,Female,1,No,No,61,Yes,DSL,Month-to-month,Mailed check,82.22,5042.07,No
CUST100234,Female,1,Yes,No,44,Yes,No,Month-to-month,Bank transfer,75.73,3485.6,No
CUST100235,Female,0,Yes,Yes,71,Yes,Fiber optic,Month-to-month,Electronic check,62.7,4454.98,Yes
CUST100236,Female,1,No,No,57,Yes,No,Two year,Electronic check,105.55,5872.15,No
CUST100237,Female,0,Yes,Yes,18,Yes,DSL,Month-to-month,Electronic check,81.97,1441.62,No
CUST100238,Male,1,Yes,No,15,No,Fiber optic,Month-to-month,Mailed check,45.93,710.31,No
CUST100239,Female,0,Yes,No,7,Yes,DSL,Month-to-month,Credit card,57.37,387.02,Yes
CUST100240,Female,0,No,Yes,32,Yes,DSL,One year,Mailed check,35.02,1188.52,No
CUST100241,Male,0,No,No,17,Yes,DSL,Two year,Credit card,79.14,1546.94,No
CUST100242,Female,0,Yes,Yes,34,Yes,DSL,One year,Mailed check,78.66,2668.55,No
CUST100243,Male,0,No,No,42,Yes,Fiber optic,Month-to-month,Credit card,107.02,4481.82,Yes
CUST100244,Male,0,Yes,Yes,49,Yes,DSL,One year,Credit card,105.58,5101.3,No
CUST100245,Female,0,Yes,No,2,Yes,Fiber optic,One year,Electronic check,103.69,310.39,No
CUST100246,Male,0,Yes,No,58,Yes,No,One year,Credit card,74.9,4535.27,No
CUST100247,Male,0,Yes,Yes,27,No,No,One year,Bank transfer,85.2,2281.42,No
CUST100248,Male,0,Yes,Yes,45,Yes,DSL,Month-to-month,Bank transfer,97.55,4415.21,No
CUST100249,Male,0,No,Yes,63,Yes,No,Month-to-month,Credit card,29.17,1853.97,No
CUST100250,Female,0,No,Yes,69,Yes,DSL,Month-to-month,Credit card,50.06,3377.32,No
CUST100251,Male,0,No,No,46,Yes,Fiber optic,Two year,Credit card,36.91,1771.12,No
CUST100252,Female,0,No,No,13,Yes,No,One year,Credit card,71.15,920.9,No
CUST100253,Male,0,Yes,No,6,Yes,Fiber optic,One year,Electronic check,103.77,645.32,Yes
CUST100254,Male,1,Yes,No,30,Yes,No,Two year,Bank transfer,43.07,1388.68,No
CUST100255,Male,0,No,No,50,Yes,Fiber optic,Two year,Electronic check,93.09,4621.83,No
CUST100256,Male,0,No,No,28,Yes,DSL,Month-to-month,Bank transfer,60.58,1705.62,No
CUST100257,Female,1,Yes,Yes,14,Yes,Fiber optic,Month-to-month,Credit card,110.31,1471.8,Yes
CUST100258,Female,0,Yes,No,24,Yes,DSL,Two year,Bank transfer,82.68,1875.15,No
CUST100259,Male,0,Yes,No,60,Yes,Fiber optic,Two year,Bank transfer,117.66,7071.73,No
CUST100260,Male,0,No,Yes,40,Yes,DSL,One year,Mailed check,44.57,1803.57,No
CUST100261,Female,0,Yes,No,68,Yes,DSL,Two year,Mailed check,112.4,7735.51,No
CUST100262,Male,0,Yes,No,3,Yes,No,Month-to-month,Credit card,55.71,90.8,Yes
CUST100263,Male,0,No,No,56,Yes,No,Month-to-month,Electronic check,82.2,4498.21,No
CUST100264,Male,0,No,Yes,30,Yes,Fiber optic,Month-to-month,Mailed check,37.45,1301.26,Yes
CUST100265,Female,1,No,Yes,2,Yes,Fiber optic,Two year,Credit card,95.98,205.08,Yes
CUST100266,Female,0,Yes,No,66,Yes,Fiber optic,One year,Electronic check,117.83,7639.07,No
CUST100267,Female,0,Yes,Yes,49,Yes,Fiber optic,One year,Mailed check,98.74,4832.72,No
CUST100268,Male,0,No,No,16,Yes,No,Month-to-month,Bank transfer,81.58,1239.59,No
CUST100269,Male,0,Yes,No,59,Yes,DSL,Month-to-month,Mailed check,64.82,3860.2,No
CUST100270,Female,0,Yes,No,65,Yes,Fiber optic,Two year,Credit card,54.52,3502.06,No
CUST100271,Female,0,Yes,Yes,23,Yes,No,Month-to-month,Mailed check,61.9,1547.39,No
CUST100272,Female,0,No,No,31,Yes,No,One year,Mailed check,52.83,1507.73,No
CUST100273,Female,0,No,No,18,Yes,Fiber optic,One year,Electronic check,103.27,1986.69,No
CUST100274,Male,0,Yes,No,65,Yes,DSL,One year,Electronic check,109.31,7179.46,No
CUST100275,Female,0,Yes,No,59,Yes,Fiber optic,Two year,Bank transfer,114.97,6815.51,No
